date,sku,manufacturer,name,salesRankShortTerm,salesRankMediumTerm,salesRankLongTerm,bestSellingRank,customerReviewAverage,customerReviewCount,image,url
2017_09_05,4863301,Sharp,"Sharp - 43"" Class (42.5"" Diag.) - LED - 1080p - Smart - HDTV - Roku TV",61.0,160.0,187,156,4.5,2536.0,https://img.bbystatic.com/BestBuy_US/images/products/4863/4863301_sa.jpg,https://api.bestbuy.com/click/-/4863301/pdp
2017_09_05,4822001,Insignia™,"Insignia™ - 32"" Class (31.5"" Diag.) - LED - 720p - Smart - Roku TV",63.0,103.0,124,107,4.5,4787.0,https://img.bbystatic.com/BestBuy_US/images/products/4822/4822001_sa.jpg,https://api.bestbuy.com/click/-/4822001/pdp
2017_09_05,5803100,LG,"LG - 49"" Class (48.5"" Diag.) - LED - 1080p - Smart - HDTV",117.0,197.0,239,210,4.6,171.0,https://img.bbystatic.com/BestBuy_US/images/products/5803/5803100_sa.jpg,https://api.bestbuy.com/click/-/5803100/pdp
2017_09_05,5754304,Samsung,"Samsung - 55"" Class (54.6"" Diag.) - LED - 2160p - Smart - 4K Ultra HD TV",139.0,182.0,218,194,4.7,312.0,https://img.bbystatic.com/BestBuy_US/images/products/5754/5754304_sa.jpg,https://api.bestbuy.com/click/-/5754304/pdp
2017_09_05,4863802,Insignia™,"Insignia™ - 39"" Class (38.5"" Diag.) - LED - 1080p - Smart - HDTV Roku TV",167.0,163.0,166,170,4.5,4429.0,https://img.bbystatic.com/BestBuy_US/images/products/4863/4863802_sa.jpg,https://api.bestbuy.com/click/-/4863802/pdp
2017_09_05,5762002,Samsung,"Samsung - 50"" Class (49.5"" Diag.) - LED - 2160p - Smart - 4K Ultra HD TV",182.0,343.0,361,320,4.7,324.0,https://img.bbystatic.com/BestBuy_US/images/products/5762/5762002_sa.jpg,https://api.bestbuy.com/click/-/5762002/pdp
2017_09_05,5878703,TCL,"TCL - 55"" Class (54.6"" Diag.) - LED - 2160p - Smart - 4K Ultra HD TV Roku TV",193.0,483.0,328,339,4.5,36.0,https://img.bbystatic.com/BestBuy_US/images/products/5878/5878703_sa.jpg,https://api.bestbuy.com/click/-/5878703/pdp
2017_09_05,5894900,Samsung,"Samsung - 58"" Class (57.5"" Diag.) - LED - 2160p - Smart - 4K Ultra HD TV",198.0,252.0,222,238,4.4,77.0,https://img.bbystatic.com/BestBuy_US/images/products/5894/5894900_sa.jpg,https://api.bestbuy.com/click/-/5894900/pdp
2017_09_05,5803102,LG,"LG - 43"" Class (42.5"" Diag.) - LED - 1080p - Smart - HDTV",205.0,201.0,238,226,4.6,257.0,https://img.bbystatic.com/BestBuy_US/images/products/5803/5803102_sa.jpg,https://api.bestbuy.com/click/-/5803102/pdp
2017_09_05,5733203,Toshiba,"Toshiba - 55"" Class (54.6"" Diag.) - LED - 2160p - with Chromecast Built-in - 4K Ultra HD TV",219.0,248.0,351,290,4.4,14.0,https://img.bbystatic.com/BestBuy_US/images/products/5733/5733203_sa.jpg,https://api.bestbuy.com/click/-/5733203/pdp
2017_09_05,5792910,LG,"LG - 55"" Class (54.6"" Diag.) - LED - 2160p - Smart - 4K Ultra HD TV",221.0,267.0,319,283,4.5,107.0,https://img.bbystatic.com/BestBuy_US/images/products/5792/5792910_sa.jpg,https://api.bestbuy.com/click/-/5792910/pdp
2017_09_05,5748207,Sony,"Sony - 65"" Class (64.5"" Diag.) - LED - 2160p - Smart - 4K Ultra HD TV with High Dynamic Range",231.0,246.0,309,274,4.8,812.0,https://img.bbystatic.com/BestBuy_US/images/products/5748/5748207_sa.jpg,https://api.bestbuy.com/click/-/5748207/pdp
2017_09_05,5773800,Samsung,"Samsung - 65"" Class (64.5"" Diag.) - LED - 2160p - Smart - 4K Ultra HD TV with High Dynamic Range",248.0,288.0,334,300,4.7,626.0,https://img.bbystatic.com/BestBuy_US/images/products/5773/5773800_sa.jpg,https://api.bestbuy.com/click/-/5773800/pdp
2017_09_05,4380083,Samsung,"Samsung - 32"" Class (31.5"" Diag.) - LED - 1080p - Smart - HDTV",265.0,363.0,430,372,4.7,5408.0,https://img.bbystatic.com/BestBuy_US/images/products/4380/4380083_sa.jpg,https://api.bestbuy.com/click/-/4380083/pdp
2017_09_05,5748209,Sony,"Sony - 55"" Class (54.6"" Diag.) - LED - 2160p - Smart - 4K Ultra HD TV with High Dynamic Range",267.0,417.0,504,423,4.7,513.0,https://img.bbystatic.com/BestBuy_US/images/products/5748/5748209_sa.jpg,https://api.bestbuy.com/click/-/5748209/pdp
2017_09_05,5768501,Samsung,"Samsung - 43"" Class (42.5"" Diag.) - LED - 2160p - Smart - 4K Ultra HD TV",276.0,334.0,383,346,4.7,194.0,https://img.bbystatic.com/BestBuy_US/images/products/5768/5768501_sa.jpg,https://api.bestbuy.com/click/-/5768501/pdp
2017_09_05,5865001,LG,"LG - 49"" Class (48.5"" Diag.) - LED - 2160p - Smart - 4K Ultra HD TV",281.0,313.0,398,342,4.5,52.0,https://img.bbystatic.com/BestBuy_US/images/products/5865/5865001_sa.jpg,https://api.bestbuy.com/click/-/5865001/pdp
2017_09_05,5763401,LG,"LG - 43"" Class (43"" Diag.) - LED - 2160p - Smart - 4K Ultra HD TV",292.0,337.0,416,361,4.5,398.0,https://img.bbystatic.com/BestBuy_US/images/products/5763/5763401_sa.jpg,https://api.bestbuy.com/click/-/5763401/pdp
2017_09_05,5748208,Sony,"Sony - 55"" Class (54.6"" Diag.) - LED - 2160p - Smart - 4K Ultra HD TV with High Dynamic Range",306.0,324.0,415,356,4.8,241.0,https://img.bbystatic.com/BestBuy_US/images/products/5748/5748208_sa.jpg,https://api.bestbuy.com/click/-/5748208/pdp
2017_09_05,4904501,VIZIO,"VIZIO - 32"" Class - (31.51"" Diag.) - LED - 1080p - Smart - HDTV",313.0,327.0,294,298,4.6,667.0,https://img.bbystatic.com/BestBuy_US/images/products/4904/4904501_sa.jpg,https://api.bestbuy.com/click/-/4904501/pdp
2017_09_05,5634400,Westinghouse,"Westinghouse - 24"" Class (23.6"" Diag.) - LED - 720p - Smart - HDTV",348.0,389.0,440,400,4.2,294.0,https://img.bbystatic.com/BestBuy_US/images/products/5634/5634400_sa.jpg,https://api.bestbuy.com/click/-/5634400/pdp
2017_09_05,5684501,Insignia™,"Insignia™ - 50"" Class (49.5"" Diag.) - LED - 2160p - Smart - 4K Ultra HD TV Roku TV",356.0,199.0,227,235,4.4,187.0,https://img.bbystatic.com/BestBuy_US/images/products/5684/5684501_sa.jpg,https://api.bestbuy.com/click/-/5684501/pdp
2017_09_05,5866700,Hisense,"Hisense - 50"" Class (49.5"" Diag.) - LED - 2160p - Smart - 4K Ultra HD TV",367.0,515.0,607,549,4.4,71.0,https://img.bbystatic.com/BestBuy_US/images/products/5866/5866700_sa.jpg,https://api.bestbuy.com/click/-/5866700/pdp
2017_09_05,5746801,Sharp,"Sharp - 43"" Class (42.5"" Diag.) - LED - 2160p - Smart - 4K Ultra HD TV Roku TV",373.0,587.0,676,602,4.7,7.0,https://img.bbystatic.com/BestBuy_US/images/products/5746/5746801_sa.jpg,https://api.bestbuy.com/click/-/5746801/pdp
2017_09_05,5930900,LG,"LG - 60"" Class (59.9"" Diag.) - LED - 2160p - Smart - 4K Ultra HD TV",386.0,1339.0,1564,1189,4.5,55.0,https://img.bbystatic.com/BestBuy_US/images/products/5930/5930900_sa.jpg,https://api.bestbuy.com/click/-/5930900/pdp
2017_09_05,5746700,Sharp,"Sharp - 32"" Class (31.5"" Diag.) - LED - 720p - Smart - HDTV Roku TV",388.0,424.0,396,395,4.3,58.0,https://img.bbystatic.com/BestBuy_US/images/products/5746/5746700_sa.jpg,https://api.bestbuy.com/click/-/5746700/pdp
2017_09_05,5754805,Samsung,"Samsung - 55"" Class (54.6"" Diag.) - LED - 2160p - Smart - 4K Ultra HD TV with High Dynamic Range",398.0,495.0,533,504,4.7,283.0,https://img.bbystatic.com/BestBuy_US/images/products/5754/5754805_sa.jpg,https://api.bestbuy.com/click/-/5754805/pdp
2017_09_05,5768401,Samsung,"Samsung - 40"" Class (39.5"" Diag.) - LED - 2160p - Smart - 4K Ultra HD TV",413.0,535.0,544,535,4.7,549.0,https://img.bbystatic.com/BestBuy_US/images/products/5768/5768401_sa.jpg,https://api.bestbuy.com/click/-/5768401/pdp
2017_09_05,5768700,Samsung,"Samsung - 49"" Class (48.5"" Diag.) - LED - 2160p - Smart - 4K Ultra HD TV with High Dynamic Range",450.0,518.0,588,555,4.6,118.0,https://img.bbystatic.com/BestBuy_US/images/products/5768/5768700_sa.jpg,https://api.bestbuy.com/click/-/5768700/pdp
2017_09_05,5733205,Toshiba,"Toshiba - 43"" Class (42.5"" Diag.) - LED - 1080p - with Chromecast Built-in - HDTV",454.0,214.0,170,203,4.7,23.0,https://img.bbystatic.com/BestBuy_US/images/products/5733/5733205_sa.jpg,https://api.bestbuy.com/click/-/5733205/pdp
2017_09_05,5679628,Insignia™,"Insignia™ - 55"" Class (54.5"" Diag.) - LED - 2160p - Smart - 4K Ultra HD TV Roku TV",459.0,505.0,523,516,4.7,82.0,https://img.bbystatic.com/BestBuy_US/images/products/5679/5679628_sa.jpg,https://api.bestbuy.com/click/-/5679628/pdp
2017_09_05,4863102,Sharp,"Sharp - 50"" Class (49.5"" Diag.) - LED - 1080p - Smart - HDTV Roku TV",474.0,614.0,390,462,4.6,2980.0,https://img.bbystatic.com/BestBuy_US/images/products/4863/4863102_sa.jpg,https://api.bestbuy.com/click/-/4863102/pdp
2017_09_05,5746805,Sharp,"Sharp - 50"" Class (49.5"" Diag.) - LED - 2160p - Smart - 4K Ultra HD TV Roku TV",482.0,657.0,755,682,5.0,3.0,https://img.bbystatic.com/BestBuy_US/images/products/5746/5746805_sa.jpg,https://api.bestbuy.com/click/-/5746805/pdp
2017_09_05,5748203,Sony,"Sony - 75"" Class (74.5"" Diag.) - LED - 2160p - Smart - 4K Ultra HD TV with High Dynamic Range",505.0,682.0,770,707,4.7,298.0,https://img.bbystatic.com/BestBuy_US/images/products/5748/5748203_sa.jpg,https://api.bestbuy.com/click/-/5748203/pdp
2017_09_05,4982500,Hisense,"Hisense - 50"" Class (49.5"" Diag.) - LED - 2160p - Smart - 4K Ultra HD TV with High Dynamic Range",521.0,711.0,971,799,4.6,1107.0,https://img.bbystatic.com/BestBuy_US/images/products/4982/4982500_sa.jpg,https://api.bestbuy.com/click/-/4982500/pdp
2017_09_05,5748206,Sony,"Sony - 65"" Class (64.5"" Diag.) - LED - 2160p - Smart - 4K Ultra HD TV with High Dynamic Range",539.0,645.0,689,657,4.7,420.0,https://img.bbystatic.com/BestBuy_US/images/products/5748/5748206_sa.jpg,https://api.bestbuy.com/click/-/5748206/pdp
2017_09_05,5878701,TCL,"TCL - 49"" Class (48.5"" Diag.) - LED - 2160p - Smart - 4K Ultra HD TV Roku TV",563.0,704.0,565,614,4.7,74.0,https://img.bbystatic.com/BestBuy_US/images/products/5878/5878701_sa.jpg,https://api.bestbuy.com/click/-/5878701/pdp
2017_09_05,5754306,Samsung,"Samsung - 65"" Class (64.5"" Diag.) - LED - 2160p - Smart - 4K Ultra HD TV",579.0,767.0,932,814,4.7,215.0,https://img.bbystatic.com/BestBuy_US/images/products/5754/5754306_sa.jpg,https://api.bestbuy.com/click/-/5754306/pdp
2017_09_05,5678701,Insignia™,"Insignia™ - 43"" Class (42.5"" Diag.) - LED - 2160p - Smart - 4K Ultra HD TV Roku TV",636.0,325.0,268,296,4.5,229.0,https://img.bbystatic.com/BestBuy_US/images/products/5678/5678701_sa.jpg,https://api.bestbuy.com/click/-/5678701/pdp
2017_09_05,5768600,Samsung,"Samsung - 49"" Class (48.5"" Diag.) - LED - 2160p - Smart - 4K Ultra HD TV with High Dynamic Range",780.0,936.0,1066,984,4.7,278.0,https://img.bbystatic.com/BestBuy_US/images/products/5768/5768600_sa.jpg,https://api.bestbuy.com/click/-/5768600/pdp
